MENTION;MENTION (AR);CODE;SEMESTRE;SESSION;FILIERE;VERSION;CODE ETUDES
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;…CONOMIE APPLIQU…E;VERSION 24;MRV24EATCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;…CONOMIE APPLIQU…E;VERSION 24;MRV24EATCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;…CONOMIE APPLIQU…E;VERSION 24;MRV24EATCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;…CONOMIE APPLIQU…E;VERSION 24;MRV24EATCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;FINANCE, CONTR‘LE ET AUDIT;VERSION 24;MRV24FCATCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;FINANCE, CONTR‘LE ET AUDIT;VERSION 24;MRV24FCATCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;FINANCE, CONTR‘LE ET AUDIT;VERSION 24;MRV24FCATCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;FINANCE, CONTR‘LE ET AUDIT;VERSION 24;MRV24FCATCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;MOD…LISATION ECONOMIQUE ET FINANCE APPLIQU…E;VERSION 24;MRV24MFATCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;MOD…LISATION ECONOMIQUE ET FINANCE APPLIQU…E;VERSION 24;MRV24MFATCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;MOD…LISATION ECONOMIQUE ET FINANCE APPLIQU…E;VERSION 24;MRV24MFATCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;MOD…LISATION ECONOMIQUE ET FINANCE APPLIQU…E;VERSION 24;MRV24MFATCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;GESTION ADMINISTRATIVE ET FINANCIERE  PUBLIQUE ;VERSION 24;MRV24GFPTCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;GESTION ADMINISTRATIVE ET FINANCIERE  PUBLIQUE ;VERSION 24;MRV24GFPTCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;GESTION ADMINISTRATIVE ET FINANCIERE  PUBLIQUE ;VERSION 24;MRV24GFPTCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;GESTION ADMINISTRATIVE ET FINANCIERE  PUBLIQUE ;VERSION 24;MRV24GFPTCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;ETUDES INTERNATIONALES;VERSION 24;MRV24EITCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;ETUDES INTERNATIONALES;VERSION 24;MRV24EITCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;ETUDES INTERNATIONALES;VERSION 24;MRV24EITCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;ETUDES INTERNATIONALES;VERSION 24;MRV24EITCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;CONTENTIEUX ADMINISTRATIFS ET D…VELOPPEMENT TERRITORIAL;VERSION 24;MRV24CDTTCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;CONTENTIEUX ADMINISTRATIFS ET D…VELOPPEMENT TERRITORIAL;VERSION 24;MRV24CDTTCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;CONTENTIEUX ADMINISTRATIFS ET D…VELOPPEMENT TERRITORIAL;VERSION 24;MRV24CDTTCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;CONTENTIEUX ADMINISTRATIFS ET D…VELOPPEMENT TERRITORIAL;VERSION 24;MRV24CDTTCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 7;AUTOMNE;DROIT FONCIER ET CONTRATS;VERSION 24;MRV24DFCTCAS7
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 8;PRINTEMPS;DROIT FONCIER ET CONTRATS;VERSION 24;MRV24DFCTCPS8
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 9;AUTOMNE;DROIT FONCIER ET CONTRATS;VERSION 24;MRV24DFCTCAS9
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 10;PRINTEMPS;DROIT FONCIER ET CONTRATS;VERSION 24;MRV24DFCTCPS10
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 1;AUTOMNE;DROIT PRIV… EN ARABE ;VERSION 24;LV24DRATCAS1
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 2;PRINTEMPS;DROIT PRIV… EN ARABE ;VERSION 24;LV24DRATCPS2
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 1;AUTOMNE;DROIT PUBLIC EN ARABE;VERSION 24;LV24DUATCAS1
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 2;PRINTEMPS;DROIT PUBLIC EN ARABE;VERSION 24;LV24DUATCPS2
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 1;AUTOMNE;DROIT PRIV… EN FRAN«AIS;VERSION 24;LV24DRFTCAS1
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 2;PRINTEMPS;DROIT PRIV… EN FRAN«AIS;VERSION 24;LV24DRFTCPS2
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 1;AUTOMNE;DROIT PUBLIC EN FRAN«AIS;VERSION 24;LV24DUFTCAS1
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 2;PRINTEMPS;DROIT PUBLIC EN FRAN«AIS;VERSION 24;LV24DUFTCPS2
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 1;AUTOMNE;GESTION;VERSION 24;LV24GESTCAS1
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 2;PRINTEMPS;GESTION;VERSION 24;LV24GESTCPS2
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 1;AUTOMNE;ECONOMIE;VERSION 24;LV24ECOTCAS1
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 2;PRINTEMPS;ECONOMIE;VERSION 24;LV24ECOTCPS2
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 5;AUTOMNE;MANAGEMENT FINANCIER ET BANCAIRE;VERSION 24;LEV24MFBTCAS5
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 6;PRINTEMPS;MANAGEMENT FINANCIER ET BANCAIRE;VERSION 24;LEV24MFBTCPS6
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 5;AUTOMNE;ETUDES ADMINISTRATIVES ET FINANCI»RES;VERSION 24;LEV24EAFTCAS5
TRONC COMMUN;TRONC COMMUN;TC;SEMESTRE 6;PRINTEMPS;ETUDES ADMINISTRATIVES ET FINANCI»RES;VERSION 24;LEV24EAFTCPS6
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 25;LFV25DEATCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 25;LFV25DEATCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 25;LFV25DEATCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE ARABE;VERSION 25;LFV25DEATCPS4
TRONC COMMUN;;TC;SEMESTRE 1;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 25;LFV25DEFTCAS1
TRONC COMMUN;;TC;SEMESTRE 2;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 25;LFV25DEFTCPS2
TRONC COMMUN;;TC;SEMESTRE 3;AUTOMNE;DROIT EN LANGUE FRANCAISE;VERSION 25;LFV25DEFTCAS3
TRONC COMMUN;;TC;SEMESTRE 4;PRINTEMPS;DROIT EN LANGUE FRANCAISE;VERSION 25;LFV25DEFTCPS4
ECONOMIE ET GESTION;«·«ﬁ ’«œ Ê«· œ»Ì—;EEG;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 25;LFV25SEGEEGAS5
ECONOMIE ET GESTION;«·«ﬁ ’«œ Ê«· œ»Ì—;EEG;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 25;LFV25SEGEEGPS6
GESTION;«· œ»Ì—;GES;SEMESTRE 5;AUTOMNE;SCIENCES ECONOMIQUES ET GESTION;VERSION 25;LFV25SEGGESAS5
GESTION;«· œ»Ì—;GES;SEMESTRE 6;PRINTEMPS;SCIENCES ECONOMIQUES ET GESTION;VERSION 25;LFV25SEGGESPS6
DROIT PRIVE;«·ﬁ«‰Ê‰ «·Œ«’;PRA;SEMESTRE 5;AUTOMNE;DROIT EN LANGUE ARABE;VERSION 25;LFV25DEAPRAAS5
